Date,Daily_Return,Cumulative_Return,Equity,ABN_NA_Equity_BPSO_IM_Equity_return,ACA_FP_Equity_BPSO_IM_Equity_return,BPSO_IM_Equity_ISP_IM_Equity_return,DNB_NO_Equity_NDA_FH_Equity_return,JYSK_DC_Equity_SYDB_DC_Equity_return
2022-09-09,0.0077101408306276655,0.11138163640502219,1111.3816364050222,0.0,0.0,0.0,0.0,0.03855070415313833
2022-09-12,0.0,0.11138163640502219,1111.3816364050222,0.0,0.0,0.0,0.0,0.0
2022-09-13,-0.00018128288025347496,0.11118016194091385,1111.1801619409139,0.0,-0.0009064144012673747,0.0,0.0,0.0
2022-09-14,-0.002581994697453882,0.10831110065486649,1108.3111006548666,0.0,-0.01290997348726941,0.0,0.0,0.0
2022-09-15,-0.006186402744140907,0.10145464182041342,1101.4546418204134,0.0,-0.030932013720704532,0.0,0.0,0.0
2022-09-16,0.0,0.10145464182041342,1101.4546418204134,0.0,0.0,0.0,0.0,0.0
2022-09-19,0.0,0.10145464182041342,1101.4546418204134,0.0,0.0,0.0,0.0,0.0
2022-09-20,0.0060229148877422485,0.10808860938080644,1108.0886093808065,0.010855288437359834,0.0,0.0,0.0,0.019259286001351406
2022-09-21,-0.0025072981554296716,0.10531030085445336,1105.3103008544533,-0.004680126208503332,0.0,0.0,0.0,-0.007856364568645025
2022-09-22,0.006466242306017755,0.11245750508311558,1112.4575050831156,0.028473600830373758,0.0,0.0,0.0,0.0038576106997150195
2022-09-23,0.0,0.11245750508311558,1112.4575050831156,0.0,0.0,0.0,0.0,0.0
2022-09-26,0.0,0.11245750508311558,1112.4575050831156,0.0,0.0,0.0,0.0,0.0
2022-09-27,-0.0031353196888001646,0.10896959516447491,1108.9695951644749,0.0,0.0,0.0,0.0,-0.015676598444000822
2022-09-28,0.002610333311081625,0.1118643754397095,1111.8643754397094,0.0,0.0,0.0,0.0,0.013051666555408126
2022-09-29,-0.00046779241376546663,0.11134425371974266,1111.3442537197427,0.0,0.0,0.001213523091122437,0.0,-0.0035524851599497698
2022-09-30,-0.0019020608384896945,0.10923040933666184,1109.2304093366618,0.0,0.0,-0.012247352090786423,0.0,0.002737047898337952
